RANGE,FRAMECOUNT,,,,RANGE,RANGE
32.5611,13602,,,,32.5611,-3.0513
32.2296,13603,,,,32.2296,-3.1059
33.1851,13604,,,,33.1851,-2.8797
33.1695,13605,,,,33.1695,-2.0724
32.4441,13606,,,,32.4441,-2.9694
31.59,13607,,,,31.59,-2.8953
32.8185,13608,,,,32.8185,-3.3555
31.4925,13609,,,,31.4925,-2.2011
33.3021,13610,,,,33.3021,-2.3181
32.5767,13611,,,,32.5767,-2.1231
32.5143,13612,,,,32.5143,-2.8017
31.6095,13613,,,,31.6095,-4.1043
32.9355,13614,,,,32.9355,-1.9749
33.8949,13615,,,,33.8949,-2.8173
33.0252,13616,,,,33.0252,-3.0318
32.5806,13617,,,,32.5806,-2.6652
33.5751,13618,,,,33.5751,-4.4553
32.7483,13619,,,,32.7483,-3.063
32.8692,13620,,,,32.8692,-3.3438
32.1555,13621,,,,32.1555,-3.3594
33.0837,13622,,,,33.0837,-2.244
31.4067,13623,,,,31.4067,-4.7829
30.9699,13624,,,,30.9699,-3.7728
31.59,13625,,,,31.59,-2.8758
34.2186,13626,,,,34.2186,-3.882
33.3957,13627,,,,33.3957,-3.4803
33.2241,13628,,,,33.2241,-2.4663
33.5478,13629,,,,33.5478,-4.8648
31.8903,13630,,,,31.8903,-3.9249
32.5572,13631,,,,32.5572,-3.2151
31.473,13632,,,,31.473,-3.7806
32.4363,13633,,,,32.4363,-3.9561
33.0018,13634,,,,33.0018,-5.9295
32.5962,13635,,,,32.5962,-4.1862
32.3544,13636,,,,32.3544,-3.18
33.0291,13637,,,,33.0291,-5.9841
32.916,13638,,,,32.916,-5.091
33.0525,13639,,,,33.0525,-3.8781
33.5556,13640,,,,33.5556,-4.9779
32.487,13641,,,,32.487,-5.0715
33.3762,13642,,,,33.3762,-3.5427
31.5783,13643,,,,31.5783,-5.0871
31.5276,13644,,,,31.5276,-4.5723
32.1672,13645,,,,32.1672,-5.2977
31.1493,13646,,,,31.1493,-4.8102
32.0775,13647,,,,32.0775,-5.9568
32.0736,13648,,,,32.0736,-4.7946
31.9332,13649,,,,31.9332,-5.1183
32.4831,13650,,,,32.4831,-4.6269
33.2475,13651,,,,33.2475,-4.6425
31.9605,13652,,,,31.9605,-4.7868
32.6625,13653,,,,32.6625,-5.0247
31.785,13654,,,,31.785,-3.6948
31.1649,13655,,,,31.1649,-5.7072
30.5292,13656,,,,30.5292,-5.7072
29.6244,13657,,,,29.6244,-5.7852
31.5471,13658,,,,31.5471,-5.7267
30.6969,13659,,,,30.6969,-5.5473
30.7632,13660,,,,30.7632,-5.3055
30.2523,13661,,,,30.2523,-6.9669
31.1805,13662,,,,31.1805,-8.0433
29.7804,13663,,,,29.7804,-8.2149
30.5526,13664,,,,30.5526,-8.4606
30.888,13665,,,,30.888,-8.0979
29.5854,13666,,,,29.5854,-10.8084
30.4434,13667,,,,30.4434,-7.6026
29.9364,13668,,,,29.9364,-8.3007
29.7024,13669,,,,29.7024,-6.5964
30.6891,13670,,,,30.6891,-7.0098
30.5292,13671,,,,30.5292,-8.2383
31.2117,13672,,,,31.2117,-7.1502
31.4574,13673,,,,31.4574,-7.7391
30.6033,13674,,,,30.6033,-6.7797
29.2812,13675,,,,29.2812,-5.8008
29.9286,13676,,,,29.9286,-6.4599
32.9667,13677,,,,32.9667,-6.4638
31.6875,13678,,,,31.6875,-6.4833
31.005,13679,,,,31.005,-6.495
31.9722,13680,,,,31.9722,-6.7875
29.9559,13681,,,,29.9559,-8.4645
31.1025,13682,,,,31.1025,-6.9201
29.367,13683,,,,29.367,-7.3296
31.7733,13684,,,,31.7733,-8.0628
30.6735,13685,,,,30.6735,-7.5675
29.7804,13686,,,,29.7804,-7.6377
29.9598,13687,,,,29.9598,-8.1252
30.4746,13688,,,,30.4746,-8.5386
31.0791,13689,,,,31.0791,-8.1057
29.3202,13690,,,,29.3202,-7.8015
29.7999,13691,,,,29.7999,-7.8405
30.1392,13692,,,,30.1392,-7.9458
30.0651,13693,,,,30.0651,-10.5627
30.6033,13694,,,,30.6033,-8.2266
28.9731,13695,,,,28.9731,-8.601
30.0183,13696,,,,30.0183,-9.1041
29.6166,13697,,,,29.6166,-8.6088
30.303,13698,,,,30.303,-11.565
29.4723,13699,,,,29.4723,-8.3865
30.3264,13700,,,,30.3264,-8.6829
30.6579,13701,,,,30.6579,-8.8623
29.2461,13702,,,,29.2461,-9.4317
30.5838,13703,,,,30.5838,-8.3943
30.4395,13704,,,,30.4395,-10.5978
29.3553,13705,,,,29.3553,-8.0901
29.523,13706,,,,29.523,-8.9676
29.1096,13707,,,,29.1096,-8.9676
28.9146,13708,,,,28.9146,-9.03
28.6299,13709,,,,28.6299,-8.7024
29.6244,13710,,,,29.6244,-9.4278
28.7157,13711,,,,28.7157,-10.6992
30.3108,13712,,,,30.3108,-9.5292
27.4755,13713,,,,27.4755,-9.966
29.991,13714,,,,29.991,-11.6937
30.0027,13715,,,,30.0027,-13.5969
28.5987,13716,,,,28.5987,-8.5737
28.119,13717,,,,28.119,-9.7437
30.2133,13718,,,,30.2133,-10.1493
28.9302,13719,,,,28.9302,-10.7148
29.0472,13720,,,,29.0472,-10.1844
28.2516,13721,,,,28.2516,-9.7554
28.0839,13722,,,,28.0839,-9.5058
27.9942,13723,,,,27.9942,-10.9176
27.3078,13724,,,,27.3078,-8.8545
27.6705,13725,,,,27.6705,-9.7905
27.7719,13726,,,,27.7719,-10.7382
28.7781,13727,,,,28.7781,-10.0635
27.417,13728,,,,27.417,-8.7063
28.47,13729,,,,28.47,-11.4558
27.2025,13730,,,,27.2025,-9.6072
27.5496,13731,,,,27.5496,-9.8802
27.4404,13732,,,,27.4404,-9.9933
28.1541,13733,,,,28.1541,-10.278
26.715,13734,,,,26.715,-10.0791
26.8125,13735,,,,26.8125,-10.4652
27.5574,13736,,,,27.5574,-9.7437
27.3819,13737,,,,27.3819,-9.6462
25.6932,13738,,,,25.6932,-9.8724
27.5301,13739,,,,27.5301,-10.7187
27.4326,13740,,,,27.4326,-11.4441
27.4872,13741,,,,27.4872,-10.2156
27.2376,13742,,,,27.2376,-9.6774
27.0543,13743,,,,27.0543,-9.1197
27.5184,13744,,,,27.5184,-9.6657
27.1791,13745,,,,27.1791,-8.6634
27.9903,13746,,,,27.9903,-9.6501
26.7969,13747,,,,26.7969,-9.2133
26.7657,13748,,,,26.7657,-9.3342
28.0098,13749,,,,28.0098,-11.175
27.3156,13750,,,,27.3156,-9.1353
27.0972,13751,,,,27.0972,-10.6446
26.3991,13752,,,,26.3991,-9.9426
25.3773,13753,,,,25.3773,-10.3443
26.4654,13754,,,,26.4654,-10.0908
26.7852,13755,,,,26.7852,-10.2234
27.2766,13756,,,,27.2766,-11.6274
27.4677,13757,,,,27.4677,-10.3053
26.3484,13758,,,,26.3484,-9.1314
26.6058,13759,,,,26.6058,-9.4473
27.5457,13760,,,,27.5457,-10.9254
25.0224,13761,,,,25.0224,-9.4746
26.4381,13762,,,,26.4381,-9.1002
27.8421,13763,,,,27.8421,-8.1642
27.6549,13764,,,,27.6549,-8.9754
26.0247,13765,,,,26.0247,-8.757
28.8756,13766,,,,28.8756,-8.9013
27.4209,13767,,,,27.4209,-7.3764
26.7774,13768,,,,26.7774,-9.0807
27.1362,13769,,,,27.1362,-11.994
26.9919,13770,,,,26.9919,-8.3202
26.4693,13771,,,,26.4693,-9.5565
28.7508,13772,,,,28.7508,-8.3163
28.821,13773,,,,28.821,-7.8405
28.1112,13774,,,,28.1112,-7.4349
28.5441,13775,,,,28.5441,-7.6221
28.2048,13776,,,,28.2048,-7.7118
27.9006,13777,,,,27.9006,-8.3592
27.5847,13778,,,,27.5847,-6.6081
26.6292,13779,,,,26.6292,-6.4521
27.5847,13780,,,,27.5847,-6.4209
27.5691,13781,,,,27.5691,-6.9201
27.2493,13782,,,,27.2493,-7.1814
26.286,13783,,,,26.286,-8.2032
27.7173,13784,,,,27.7173,-7.0527
28.2711,13785,,,,28.2711,-7.002
27.1089,13786,,,,27.1089,-6.3819
27.9981,13787,,,,27.9981,-7.9575
25.857,13788,,,,25.857,-6.8967
27.2493,13789,,,,27.2493,-6.0348
27.6276,13790,,,,27.6276,-7.6455
28.3218,13791,,,,28.3218,-6.0309
27.5301,13792,,,,27.5301,-5.8671
27.4053,13793,,,,27.4053,-5.7228
26.0676,13794,,,,26.0676,-6.3039
27.6861,13795,,,,27.6861,-6.2181
27.2025,13796,,,,27.2025,-9.7125
27.4716,13797,,,,27.4716,-5.3601
28.2945,13798,,,,28.2945,-4.1628
27.8343,13799,,,,27.8343,-5.3718
28.1424,13800,,,,28.1424,-5.4342
27.0777,13801,,,,27.0777,-4.8882
26.6292,13802,,,,26.6292,-4.3539
27.4716,13803,,,,27.4716,-4.1667
27.4989,13804,,,,27.4989,-4.2876
28.2789,13805,,,,28.2789,-4.9116
27.0543,13806,,,,27.0543,-3.6909
26.9841,13807,,,,26.9841,-3.8898
26.8515,13808,,,,26.8515,-3.4686
27.4716,13809,,,,27.4716,-3.6402
27.8694,13810,,,,27.8694,-3.5037
27.5808,13811,,,,27.5808,-4.584
27.0699,13812,,,,27.0699,-3.4959
27.6081,13813,,,,27.6081,-2.4585
28.5597,13814,,,,28.5597,-2.5365
27.1011,13815,,,,27.1011,-2.6106
27.8187,13816,,,,27.8187,-2.3883
26.0832,13817,,,,26.0832,-2.1972
26.8788,13818,,,,26.8788,-2.6769
27.0621,13819,,,,27.0621,-2.6535
27.5028,13820,,,,27.5028,-1.1481
26.8905,13821,,,,26.8905,-2.9733
28.5402,13822,,,,28.5402,-1.7292
28.1697,13823,,,,28.1697,-3.1917
28.6923,13824,,,,28.6923,-2.0295
29.0277,13825,,,,29.0277,-1.8501
28.9107,13826,,,,28.9107,-3.336
29.1837,13827,,,,29.1837,-0.8829
27.9435,13828,,,,27.9435,-1.6317
27.5574,13829,,,,27.5574,-2.3571
28.4778,13830,,,,28.4778,-1.0233
28.3218,13831,,,,28.3218,-0.2433
28.8912,13832,,,,28.8912,-2.4117
29.8077,13833,,,,29.8077,-1.0155
28.548,13834,,,,28.548,-0.1341
29.9754,13835,,,,29.9754,-0.9024
29.2617,13836,,,,29.2617,-0.5085
29.5698,13837,,,,29.5698,-0.2277
28.665,13838,,,,28.665,-0.5397
27.5418,13839,,,,27.5418,-0.5865
28.7352,13840,,,,28.7352,-0.1887
27.9435,13841,,,,27.9435,-3.8664
29.6166,13842,,,,29.6166,-1.152
27.6783,13843,,,,27.6783,-1.4913
27.6978,13844,,,,27.6978,-0.2628
28.1385,13845,,,,28.1385,-0.3096
28.2477,13846,,,,28.2477,-2.2986
28.5675,13847,,,,28.5675,0.3768
26.7696,13848,,,,26.7696,0.5874
28.587,13849,,,,28.587,1.305
28.7274,13850,,,,28.7274,0.2013
27.8694,13851,,,,27.8694,0.7551
28.392,13852,,,,28.392,1.7886
28.9575,13853,,,,28.9575,0.5991
29.7999,13854,,,,29.7999,1.9446
29.094,13855,,,,29.094,1.9251
29.445,13856,,,,29.445,1.1724
28.7547,13857,,,,28.7547,0.9189
29.2968,13858,,,,29.2968,2.6271
28.0566,13859,,,,28.0566,2.7246
29.8584,13860,,,,29.8584,1.6638
27.7056,13861,,,,27.7056,2.4828
29.9676,13862,,,,29.9676,2.2644
28.626,13863,,,,28.626,2.5023
29.9442,13864,,,,29.9442,2.5647
28.4856,13865,,,,28.4856,3.4578
28.509,13866,,,,28.509,3.2004
28.9341,13867,,,,28.9341,3.9765
27.9825,13868,,,,27.9825,1.3518
26.8632,13869,,,,26.8632,2.7831
29.4762,13870,,,,29.4762,4.6161
29.679,13871,,,,29.679,4.0233
28.5792,13872,,,,28.5792,2.9157
29.2968,13873,,,,29.2968,4.2261
28.5285,13874,,,,28.5285,3.9765
28.7118,13875,,,,28.7118,5.478
28.4349,13876,,,,28.4349,5.0607
30.8841,13877,,,,30.8841,5.4312
30.5292,13878,,,,30.5292,6.0201
31.395,13879,,,,31.395,3.45
28.5753,13880,,,,28.5753,5.4897
28.4271,13881,,,,28.4271,6.7065
29.4255,13882,,,,29.4255,6.4608
29.2461,13883,,,,29.2461,6.7845
29.9442,13884,,,,29.9442,6.5349
29.64,13885,,,,29.64,7.1901
29.0433,13886,,,,29.0433,6.8196
31.0401,13887,,,,31.0401,7.116
30.303,13888,,,,30.303,6.9483
29.5542,13889,,,,29.5542,7.0302
29.8116,13890,,,,29.8116,7.2213
30.0066,13891,,,,30.0066,7.8609
30.4746,13892,,,,30.4746,7.5294
31.2702,13893,,,,31.2702,7.9896
29.9325,13894,,,,29.9325,7.8648
30.4902,13895,,,,30.4902,7.6269
30.6267,13896,,,,30.6267,7.7907
30.6657,13897,,,,30.6657,8.637
31.4457,13898,,,,31.4457,8.481
30.2718,13899,,,,30.2718,8.8203
30.8919,13900,,,,30.8919,9.3663
31.1571,13901,,,,31.1571,8.0286
30.7944,13902,,,,30.7944,8.2938
30.9192,13903,,,,30.9192,8.5941
30.9114,13904,,,,30.9114,8.8164
30.7398,13905,,,,30.7398,9.066
29.3085,13906,,,,29.3085,9.5691
28.9068,13907,,,,28.9068,9.9669
29.2968,13908,,,,29.2968,9.3312
29.9988,13909,,,,29.9988,10.3959
28.1619,13910,,,,28.1619,8.6799
29.8584,13911,,,,29.8584,10.3959
29.5035,13912,,,,29.5035,10.7625
30.3966,13913,,,,30.3966,9.2961
29.1096,13914,,,,29.1096,8.949
29.1954,13915,,,,29.1954,9.9357
30.1002,13916,,,,30.1002,9.807
27.5106,13917,,,,27.5106,9.8226
28.0059,13918,,,,28.0059,8.4537
29.0745,13919,,,,29.0745,9.7485
29.5503,13920,,,,29.5503,11.2344
30.3654,13921,,,,30.3654,10.1775
28.3101,13922,,,,28.3101,9.1986
28.4271,13923,,,,28.4271,9.1947
29.9169,13924,,,,29.9169,9.4404
28.7937,13925,,,,28.7937,9.7212
29.1291,13926,,,,29.1291,10.0098
28.7079,13927,,,,28.7079,10.4232
28.158,13928,,,,28.158,8.7852
29.874,13929,,,,29.874,8.2548
29.1876,13930,,,,29.1876,8.9724
29.094,13931,,,,29.094,8.9061
28.9731,13932,,,,28.9731,9.4638
28.8327,13933,,,,28.8327,9.3702
29.7453,13934,,,,29.7453,9.6627
28.9341,13935,,,,28.9341,9.3156
28.8288,13936,,,,28.8288,10.4544
28.7469,13937,,,,28.7469,10.3062
29.1135,13938,,,,29.1135,9.6042
28.7625,13939,,,,28.7625,10.4622
29.3553,13940,,,,29.3553,9.7953
28.7898,13941,,,,28.7898,10.3257
27.5418,13942,,,,27.5418,9.2883
27.0465,13943,,,,27.0465,9.5574
28.0449,13944,,,,28.0449,6.219
28.8093,13945,,,,28.8093,7.9545
27.9123,13946,,,,27.9123,9.69
28.6728,13947,,,,28.6728,8.1534
27.9591,13948,,,,27.9591,9.3702
28.5246,13949,,,,28.5246,7.4085
27.5496,13950,,,,27.5496,9.6471
28.7196,13951,,,,28.7196,8.481
25.6347,13952,,,,25.6347,9.495
26.2743,13953,,,,26.2743,8.8125
27.1206,13954,,,,27.1206,8.8554
27.6744,13955,,,,27.6744,9.5145
27.027,13956,,,,27.027,8.0208
27.2922,13957,,,,27.2922,9.1557
26.1066,13958,,,,26.1066,8.8671
27.5223,13959,,,,27.5223,8.6487
26.3718,13960,,,,26.3718,8.9958
27.5496,13961,,,,27.5496,9.7017
26.8866,13962,,,,26.8866,8.1729
25.5918,13963,,,,25.5918,8.598
25.8102,13964,,,,25.8102,9.5379
25.506,13965,,,,25.506,8.8164
25.6113,13966,,,,25.6113,9.0816
26.6487,13967,,,,26.6487,8.9139
25.0926,13968,,,,25.0926,9.3897
26.2509,13969,,,,26.2509,8.8866
27.0192,13970,,,,27.0192,8.6136
25.9623,13971,,,,25.9623,8.9295
24.531,13972,,,,24.531,8.1768
26.2158,13973,,,,26.2158,8.91
25.1901,13974,,,,25.1901,7.7517
25.6386,13975,,,,25.6386,9.0894
24.8781,13976,,,,24.8781,7.3305
24.5973,13977,,,,24.5973,6.2658
26.0715,13978,,,,26.0715,5.2284
25.0419,13979,,,,25.0419,7.9272
23.5521,13980,,,,23.5521,8.8164
24.96,13981,,,,24.96,7.4397
25.5177,13982,,,,25.5177,8.3289
26.8242,13983,,,,26.8242,8.3094
25.1043,13984,,,,25.1043,9.0153
24.3594,13985,,,,24.3594,7.974
25.7088,13986,,,,25.7088,6.7416
25.8765,13987,,,,25.8765,7.6191
24.3009,13988,,,,24.3009,7.9233
24.8781,13989,,,,24.8781,8.6916
25.1472,13990,,,,25.1472,8.0676
25.9974,13991,,,,25.9974,7.5645
25.3032,13992,,,,25.3032,7.7829
22.0506,13993,,,,22.0506,7.3812
18.2715,13994,,,,18.2715,8.0169
23.868,13995,,,,23.868,6.4296
23.9655,13996,,,,23.9655,7.0263
23.7588,13997,,,,23.7588,6.5232
22.8774,13998,,,,22.8774,7.9272
23.6925,13999,,,,23.6925,6.5856
22.9515,14000,,,,22.9515,6.3087
22.4913,14001,,,,22.4913,6.141
23.0568,14002,,,,23.0568,6.024
21.9999,14003,,,,21.9999,5.7861
23.166,14004,,,,23.166,6.1059
22.9281,14005,,,,22.9281,5.439
23.556,14006,,,,23.556,3.1497
24.0123,14007,,,,24.0123,3.5787
23.1387,14008,,,,23.1387,5.6418
22.4913,14009,,,,22.4913,3.3603
21.8322,14010,,,,21.8322,5.2674
22.2027,14011,,,,22.2027,4.5303
21.7854,14012,,,,21.7854,4.2534
21.8712,14013,,,,21.8712,4.7175
19.6053,14014,,,,19.6053,4.5264
20.5218,14015,,,,20.5218,3.8088
20.2683,14016,,,,20.2683,2.5959
20.9391,14017,,,,20.9391,4.5849
20.8494,14018,,,,20.8494,3.8439
18.2208,14019,,,,18.2208,3.6138
19.0866,14020,,,,19.0866,2.9703
19.7379,14021,,,,19.7379,4.8111
19.0476,14022,,,,19.0476,2.6778
20.7402,14023,,,,20.7402,3.7425
20.8611,14024,,,,20.8611,-0.0522
19.3596,14025,,,,19.3596,2.358
20.0031,14026,,,,20.0031,1.5702
18.8877,14027,,,,18.8877,3.6177
18.1818,14028,,,,18.1818,2.2293
19.8393,14029,,,,19.8393,1.9134
17.8464,14030,,,,17.8464,2.6739
18.3261,14031,,,,18.3261,1.8822
18.0297,14032,,,,18.0297,2.2137
17.9673,14033,,,,17.9673,2.1825
17.8542,14034,,,,17.8542,1.8666
17.5461,14035,,,,17.5461,1.8198
17.3745,14036,,,,17.3745,1.5429
15.4674,14037,,,,15.4674,1.344
16.5126,14038,,,,16.5126,1.9914
16.3059,14039,,,,16.3059,1.1022
17.6397,14040,,,,17.6397,1.0554
17.5266,14041,,,,17.5266,-0.0132
16.0056,14042,,,,16.0056,0.2013
17.199,14043,,,,17.199,0.2208
17.3121,14044,,,,17.3121,1.0359
15.5649,14045,,,,15.5649,0.0765
16.0407,14046,,,,16.0407,-0.3837
15.3816,14047,,,,15.3816,-0.255
15.7053,14048,,,,15.7053,-5.949
15.2841,14049,,,,15.2841,-1.3314
16.5633,14050,,,,16.5633,-0.4734
14.7108,14051,,,,14.7108,-0.8322
15.1476,14052,,,,15.1476,-0.879
16.5321,14053,,,,16.5321,-0.2199
15.6078,14054,,,,15.6078,-0.8166
14.9097,14055,,,,14.9097,-0.5007
16.1811,14056,,,,16.1811,-0.3759
13.6188,14057,,,,13.6188,-2.439
14.6367,14058,,,,14.6367,-1.0779
14.8707,14059,,,,14.8707,0.1311
15.0423,14060,,,,15.0423,-0.8985
15.0462,14061,,,,15.0462,-0.3837
16.4697,14062,,,,16.4697,-0.0522
14.82,14063,,,,14.82,-0.4851
15.0696,14064,,,,15.0696,-1.5069
15.3855,14065,,,,15.3855,-1.191
14.4066,14066,,,,14.4066,-0.5319
14.5197,14067,,,,14.5197,-1.4601
15.0579,14068,,,,15.0579,-0.7308
15.834,14069,,,,15.834,-0.489
14.9019,14070,,,,14.9019,-0.2043
15.0345,14071,,,,15.0345,-0.5787
14.9682,14072,,,,14.9682,-1.4679
13.962,14073,,,,13.962,-0.4149
14.7225,14074,,,,14.7225,-0.1809
14.2896,14075,,,,14.2896,-0.9882
13.7397,14076,,,,13.7397,-0.8049
14.3676,14077,,,,14.3676,-3.2931
14.781,14078,,,,14.781,-1.7604
15.0696,14079,,,,15.0696,-2.0334
14.8473,14080,,,,14.8473,-0.4578
16.0836,14081,,,,16.0836,-0.8244
12.2811,14082,,,,12.2811,-1.2105
14.8785,14083,,,,14.8785,-0.5436
14.8161,14084,,,,14.8161,-0.2316
13.9074,14085,,,,13.9074,-0.1692
15.1281,14086,,,,15.1281,-0.3642
14.274,14087,,,,14.274,-0.8322
14.1063,14088,,,,14.1063,-0.7191
13.8294,14089,,,,13.8294,-0.9999
15.015,14090,,,,15.015,-0.5319
14.1297,14091,,,,14.1297,-0.7776
14.5392,14092,,,,14.5392,-0.9531
14.6601,14093,,,,14.6601,-0.5163
14.4066,14094,,,,14.4066,-0.5397
14.5782,14095,,,,14.5782,-0.3525
15.7053,14096,,,,15.7053,-0.5475
14.5704,14097,,,,14.5704,-1.3314
14.5353,14098,,,,14.5353,-2.5989
12.2889,14099,,,,12.2889,-0.5124
14.9214,14100,,,,14.9214,-0.4227
15.5766,14101,,,,15.5766,-0.4071
14.4378,14102,,,,14.4378,-1.2924
15.1866,14103,,,,15.1866,-0.3915
14.0439,14104,,,,14.0439,-0.918
16.1577,14105,,,,16.1577,0.3222
16.2552,14106,,,,16.2552,-0.2628
13.4745,14107,,,,13.4745,0.8253
15.5727,14108,,,,15.5727,-1.1364
13.7865,14109,,,,13.7865,-3.5778
13.4277,14110,,,,13.4277,-2.1816
15.5649,14111,,,,15.5649,-0.9648
14.196,14112,,,,14.196,1.734
15.8496,14113,,,,15.8496,1.0164
15.288,14114,,,,15.288,1.3479
15.6507,14115,,,,15.6507,-0.1146
14.4573,14116,,,,14.4573,0.7668
15.4674,14117,,,,15.4674,1.3674
13.0494,14118,,,,13.0494,0.9423
12.675,14119,,,,12.675,1.2231
15.0267,14120,,,,15.0267,1.3089
14.3169,14121,,,,14.3169,1.7496
14.8629,14122,,,,14.8629,1.4532
15.6117,14123,,,,15.6117,1.1607
15.8886,14124,,,,15.8886,1.5858
15.0657,14125,,,,15.0657,2.1435
13.7436,14126,,,,13.7436,2.2176
14.7108,14127,,,,14.7108,1.89
14.5158,14128,,,,14.5158,3.1146
15.5649,14129,,,,15.5649,1.9056
14.5938,14130,,,,14.5938,2.3463
15.756,14131,,,,15.756,3.3603
15.7911,14132,,,,15.7911,2.3697
14.9721,14133,,,,14.9721,3.5085
16.1031,14134,,,,16.1031,3.2823
14.2935,14135,,,,14.2935,3.4032
14.0946,14136,,,,14.0946,3.4305
13.4862,14137,,,,13.4862,0.7668
14.4456,14138,,,,14.4456,2.163
15.4557,14139,,,,15.4557,3.333
15.9198,14140,,,,15.9198,3.0366
15.0462,14141,,,,15.0462,2.3775
17.1717,14142,,,,17.1717,1.8042
17.0703,14143,,,,17.0703,2.1552
17.4915,14144,,,,17.4915,1.9095
17.277,14145,,,,17.277,3.0951
16.5672,14146,,,,16.5672,2.4594
16.4346,14147,,,,16.4346,1.812
16.1382,14148,,,,16.1382,3.1146
14.8317,14149,,,,14.8317,2.0343
17.9946,14150,,,,17.9946,2.3541
17.0118,14151,,,,17.0118,0.5406
18.8682,14152,,,,18.8682,-1.2807
17.2614,14153,,,,17.2614,1.305
16.7037,14154,,,,16.7037,0.4158
16.6257,14155,,,,16.6257,0.7824
16.7076,14156,,,,16.7076,1.0398
18.7473,14157,,,,18.7473,-1.8774
17.2341,14158,,,,17.2341,2.1006
18.1194,14159,,,,18.1194,1.1178
15.1827,14160,,,,15.1827,0.2364
18.1506,14161,,,,18.1506,-0.4149
18.0336,14162,,,,18.0336,1.2699
17.5305,14163,,,,17.5305,0.4509
17.0937,14164,,,,17.0937,1.8939
17.5422,14165,,,,17.5422,2.1552
16.9182,14166,,,,16.9182,2.0694
17.2497,14167,,,,17.2497,3.0912
17.3511,14168,,,,17.3511,4.7136
18.33,14169,,,,18.33,3.801
17.706,14170,,,,17.706,2.9196
19.3518,14171,,,,19.3518,3.2784
18.33,14172,,,,18.33,3.9297
19.5,14173,,,,19.5,2.9859
18.8019,14174,,,,18.8019,3.021
18.4314,14175,,,,18.4314,2.7831
19.4259,14176,,,,19.4259,2.3931
18.9345,14177,,,,18.9345,2.709
18.9267,14178,,,,18.9267,3.0249
16.7622,14179,,,,16.7622,2.7441
18.9033,14180,,,,18.9033,1.5819
19.9641,14181,,,,19.9641,-0.8634
18.9891,14182,,,,18.9891,1.7769
19.6989,14183,,,,19.6989,3.4695
19.4181,14184,,,,19.4181,2.7753
17.472,14185,,,,17.472,2.1396
18.8799,14186,,,,18.8799,2.5686
18.8214,14187,,,,18.8214,3.5124
18.2754,14188,,,,18.2754,3.1731
19.656,14189,,,,19.656,2.5764
19.7691,14190,,,,19.7691,2.826
19.4181,14191,,,,19.4181,2.7597
20.2059,14192,,,,20.2059,2.3502
18.9345,14193,,,,18.9345,2.3892
19.0008,14194,,,,19.0008,2.2254
20.0616,14195,,,,20.0616,0.6108
20.3112,14196,,,,20.3112,3.1614
21.4071,14197,,,,21.4071,0.7083
18.057,14198,,,,18.057,2.3307
19.3323,14199,,,,19.3323,2.2293
19.5234,14200,,,,19.5234,2.3502
19.6521,14201,,,,19.6521,2.4555
17.6163,14202,,,,17.6163,1.3011
19.5468,14203,,,,19.5468,2.6973
20.2371,14204,,,,20.2371,2.8026
18.1506,14205,,,,18.1506,2.3502
20.3619,14206,,,,20.3619,2.8611
19.3791,14207,,,,19.3791,3.1536
21.1458,14208,,,,21.1458,2.8533
20.4633,14209,,,,20.4633,2.7987
22.0935,14210,,,,22.0935,1.9914
20.943,14211,,,,20.943,-0.8712
20.6973,14212,,,,20.6973,3.0288
21.099,14213,,,,21.099,2.3073
22.9632,14214,,,,22.9632,2.1279
21.606,14215,,,,21.606,2.475
21.7386,14216,,,,21.7386,1.422
22.2534,14217,,,,22.2534,3.1029
21.5865,14218,,,,21.5865,3.1497
21.6333,14219,,,,21.6333,3.6333
21.6333,14220,,,,21.6333,1.1217
20.7987,14221,,,,20.7987,3.7776
22.1091,14222,,,,22.1091,2.5023
21.3915,14223,,,,21.3915,2.8572
22.191,14224,,,,22.191,4.3197
21.2238,14225,,,,21.2238,2.319
22.7292,14226,,,,22.7292,3.1497
23.1075,14227,,,,23.1075,3.0795
24.1449,14228,,,,24.1449,2.7012
20.5257,14229,,,,20.5257,3.8439
21.2277,14230,,,,21.2277,3.1341
20.8416,14231,,,,20.8416,4.2729
23.2323,14232,,,,23.2323,2.2566
24.4725,14233,,,,24.4725,3.4695
23.2167,14234,,,,23.2167,2.8026
24.1176,14235,,,,24.1176,2.4321
22.1325,14236,,,,22.1325,2.7519
23.4897,14237,,,,23.4897,2.3697
22.8267,14238,,,,22.8267,3.1965
24.2814,14239,,,,24.2814,0.3027
22.2066,14240,,,,22.2066,-1.0428
23.5482,14241,,,,23.5482,-0.9375
23.127,14242,,,,23.127,0.5211
23.3805,14243,,,,23.3805,-0.2589
23.1699,14244,,,,23.1699,1.2192
23.1621,14245,,,,23.1621,0.5055
22.347,14246,,,,22.347,-0.1497
24.1995,14247,,,,24.1995,0.6654
23.0529,14248,,,,23.0529,1.1217
22.5771,14249,,,,22.5771,1.5936
21.255,14250,,,,21.255,0.0609
22.7565,14251,,,,22.7565,0.9852
23.7627,14252,,,,23.7627,0.4665
21.372,14253,,,,21.372,0.8526
22.1949,14254,,,,22.1949,0.5211
20.9001,14255,,,,20.9001,0.0102
22.9008,14256,,,,22.9008,0.135
22.1481,14257,,,,22.1481,-0.9999
23.1114,14258,,,,23.1114,-0.7191
23.1933,14259,,,,23.1933,-1.2222
22.4562,14260,,,,22.4562,-1.3275
