RANGE,FRAMECOUNT,,,,RANGE,RANGE
-0.8073,3846,,,,-0.8073,-28.1205
-1.7823,3847,,,,-1.7823,-27.9918
-1.9266,3848,,,,-1.9266,-27.8241
0.7449,3849,,,,0.7449,-28.6782
-0.5889,3850,,,,-0.5889,-28.0113
-1.4391,3851,,,,-1.4391,-27.9528
-1.4235,3852,,,,-1.4235,-28.1517
-1.5093,3853,,,,-1.5093,-28.9785
-2.3946,3854,,,,-2.3946,-28.3311
-2.3517,3855,,,,-2.3517,-27.2781
-0.2028,3856,,,,-0.2028,-26.8062
-0.9165,3857,,,,-0.9165,-27.3873
-0.7488,3858,,,,-0.7488,-26.9076
-0.3081,3859,,,,-0.3081,-26.58
-0.6006,3860,,,,-0.6006,-26.1705
-0.6747,3861,,,,-0.6747,-26.0964
-1.014,3862,,,,-1.014,-26.775
-1.1115,3863,,,,-1.1115,-26.6736
-0.3549,3864,,,,-0.3549,-26.0184
-0.3237,3865,,,,-0.3237,-26.2992
-0.1443,3866,,,,-0.1443,-25.4607
1.014,3867,,,,1.014,-26.9739
0.5655,3868,,,,0.5655,-26.1198
-3.6933,3869,,,,-3.6933,-27.6057
0.2262,3870,,,,0.2262,-28.0893
0.8463,3871,,,,0.8463,-27.477
1.2363,3872,,,,1.2363,-27.4185
0.1716,3873,,,,0.1716,-27.9645
1.0335,3874,,,,1.0335,-28.8888
-0.3081,3875,,,,-0.3081,-26.6775
1.5054,3876,,,,1.5054,-28.1127
0.9867,3877,,,,0.9867,-27.5706
-0.1833,3878,,,,-0.1833,-27.2157
3.4164,3879,,,,3.4164,-28.0386
2.145,3880,,,,2.145,-29.1813
1.5561,3881,,,,1.5561,-28.0815
0.9633,3882,,,,0.9633,-28.2141
3.5685,3883,,,,3.5685,-29.3841
3.3111,3884,,,,3.3111,-27.6252
2.145,3885,,,,2.145,-27.477
2.4258,3886,,,,2.4258,-30.8271
2.7261,3887,,,,2.7261,-27.9333
2.964,3888,,,,2.964,-29.2281
3.7908,3889,,,,3.7908,-26.8101
3.1785,3890,,,,3.1785,-29.4621
0.5499,3891,,,,0.5499,-31.8099
3.7713,3892,,,,3.7713,-27.867
3.0537,3893,,,,3.0537,-29.3373
3.432,3894,,,,3.432,-28.4637
2.9562,3895,,,,2.9562,-28.0269
4.0053,3896,,,,4.0053,-27.4263
3.8181,3897,,,,3.8181,-28.3311
3.783,3898,,,,3.783,-28.0815
3.4203,3899,,,,3.4203,-27.2937
3.3423,3900,,,,3.3423,-28.2843
2.0436,3901,,,,2.0436,-27.984
4.1496,3902,,,,4.1496,-26.9427
4.8633,3903,,,,4.8633,-28.3116
4.4148,3904,,,,4.4148,-26.3655
3.2175,3905,,,,3.2175,-26.1822
3.4788,3906,,,,3.4788,-27.8826
3.861,3907,,,,3.861,-27.9996
5.2026,3908,,,,5.2026,-26.2212
4.4772,3909,,,,4.4772,-29.8053
3.9039,3910,,,,3.9039,-27.4653
4.2354,3911,,,,4.2354,-27.2586
3.7362,3912,,,,3.7362,-27.204
1.3104,3913,,,,1.3104,-26.5761
4.3056,3914,,,,4.3056,-27.1104
4.9491,3915,,,,4.9491,-26.5839
3.4281,3916,,,,3.4281,-26.6892
4.8204,3917,,,,4.8204,-26.0457
5.4756,3918,,,,5.4756,-25.1331
5.7174,3919,,,,5.7174,-26.2602
6.0255,3920,,,,6.0255,-26.58
4.8165,3921,,,,4.8165,-25.8585
5.1012,3922,,,,5.1012,-26.8023
5.421,3923,,,,5.421,-24.9615
3.9507,3924,,,,3.9507,-26.2095
5.1519,3925,,,,5.1519,-25.6206
8.0925,3926,,,,8.0925,-25.4646
7.0629,3927,,,,7.0629,-24.903
7.0512,3928,,,,7.0512,-25.6518
6.9381,3929,,,,6.9381,-25.6089
7.8858,3930,,,,7.8858,-25.1565
7.5777,3931,,,,7.5777,-27.0285
8.3811,3932,,,,8.3811,-25.9053
7.8273,3933,,,,7.8273,-24.7899
7.1604,3934,,,,7.1604,-24.0021
3.2409,3935,,,,3.2409,-24.7743
7.9794,3936,,,,7.9794,-25.5855
7.8819,3937,,,,7.8819,-23.8773
6.6339,3938,,,,6.6339,-24.6027
7.1526,3939,,,,7.1526,-23.3898
8.5059,3940,,,,8.5059,-23.8812
9.1143,3941,,,,9.1143,-24.006
9.2703,3942,,,,9.2703,-23.0817
7.7103,3943,,,,7.7103,-23.1714
7.9014,3944,,,,7.9014,-23.0154
8.9739,3945,,,,8.9739,-22.7814
9.2664,3946,,,,9.2664,-23.0427
8.697,3947,,,,8.697,-25.0161
9.6018,3948,,,,9.6018,-23.4405
9.6135,3949,,,,9.6135,-24.3492
9.0909,3950,,,,9.0909,-22.7775
8.1315,3951,,,,8.1315,-21.432
10.179,3952,,,,10.179,-21.1824
9.7344,3953,,,,9.7344,-22.7073
11.193,3954,,,,11.193,-21.939
10.0698,3955,,,,10.0698,-21.8922
8.6736,3956,,,,8.6736,-20.7105
8.8374,3957,,,,8.8374,-21.1005
8.775,3958,,,,8.775,-19.5249
8.8686,3959,,,,8.8686,-21.0576
9.8085,3960,,,,9.8085,-19.4118
10.8186,3961,,,,10.8186,-21.6855
7.9989,3962,,,,7.9989,-19.5639
11.8209,3963,,,,11.8209,-19.2363
10.2765,3964,,,,10.2765,-19.6458
10.4481,3965,,,,10.4481,-19.2441
9.9567,3966,,,,9.9567,-19.0023
7.9755,3967,,,,7.9755,-19.5795
9.8085,3968,,,,9.8085,-18.312
10.3896,3969,,,,10.3896,-20.3712
11.0409,3970,,,,11.0409,-19.5951
12.0705,3971,,,,12.0705,-18.663
10.2687,3972,,,,10.2687,-18.273
11.5674,3973,,,,11.5674,-18.6279
12.1992,3974,,,,12.1992,-18.2886
12.0081,3975,,,,12.0081,-18.6786
11.9925,3976,,,,11.9925,-17.9766
11.6571,3977,,,,11.6571,-18.9789
12.7101,3978,,,,12.7101,-18.4758
14.079,3979,,,,14.079,-18.7878
11.9691,3980,,,,11.9691,-19.0842
11.778,3981,,,,11.778,-19.9656
12.5307,3982,,,,12.5307,-18.3393
12.4644,3983,,,,12.4644,-17.5437
11.622,3984,,,,11.622,-19.8993
13.0923,3985,,,,13.0923,-17.9961
13.1859,3986,,,,13.1859,-18.5304
12.9597,3987,,,,12.9597,-17.9961
12.9753,3988,,,,12.9753,-18.2301
13.0377,3989,,,,13.0377,-18.4173
12.3123,3990,,,,12.3123,-17.6724
12.7686,3991,,,,12.7686,-17.7777
12.2499,3992,,,,12.2499,-17.2707
13.4394,3993,,,,13.4394,-18.0741
12.1875,3994,,,,12.1875,-18.2496
13.8333,3995,,,,13.8333,-18.6669
14.3676,3996,,,,14.3676,-17.6139
12.5034,3997,,,,12.5034,-18.0429
11.3295,3998,,,,11.3295,-18.5499
12.4371,3999,,,,12.4371,-18.9009
13.0845,4000,,,,13.0845,-18.429
13.5447,4001,,,,13.5447,-18.6825
12.9519,4002,,,,12.9519,-17.7738
11.0643,4003,,,,11.0643,-18.2028
14.0127,4004,,,,14.0127,-19.2207
12.9909,4005,,,,12.9909,-18.3939
13.6227,4006,,,,13.6227,-17.0991
12.8778,4007,,,,12.8778,-18.1131
12.1992,4008,,,,12.1992,-18.702
13.0494,4009,,,,13.0494,-17.6178
14.8941,4010,,,,14.8941,-19.1895
13.1196,4011,,,,13.1196,-19.7121
14.5236,4012,,,,14.5236,-18.5382
14.4534,4013,,,,14.4534,-18.4875
13.6851,4014,,,,13.6851,-18.2574
14.8083,4015,,,,14.8083,-19.1817
13.4121,4016,,,,13.4121,-19.5951
11.817,4017,,,,11.817,-18.585
11.7897,4018,,,,11.7897,-20.0748
11.2671,4019,,,,11.2671,-19.9617
10.6236,4020,,,,10.6236,-19.0881
11.5908,4021,,,,11.5908,-18.6903
12.2616,4022,,,,12.2616,-21.3696
13.767,4023,,,,13.767,-19.7004
14.2779,4024,,,,14.2779,-19.1778
12.9675,4025,,,,12.9675,-19.0296
12.5385,4026,,,,12.5385,-21.3267
12.3201,4027,,,,12.3201,-20.1684
9.2781,4028,,,,9.2781,-18.7761
12.2148,4029,,,,12.2148,-20.9718
11.427,4030,,,,11.427,-19.5678
12.1407,4031,,,,12.1407,-21.3072
12.8856,4032,,,,12.8856,-18.9282
12.6126,4033,,,,12.6126,-20.8548
12.5346,4034,,,,12.5346,-20.7027
11.5674,4035,,,,11.5674,-20.8938
12.2343,4036,,,,12.2343,-24.6495
9.1104,4037,,,,9.1104,-19.6068
10.6704,4038,,,,10.6704,-22.1847
11.8989,4039,,,,11.8989,-20.7729
11.3646,4040,,,,11.3646,-19.8798
10.7757,4041,,,,10.7757,-20.7261
8.9388,4042,,,,8.9388,-20.2581
8.502,4043,,,,8.502,-19.9032
8.8959,4044,,,,8.8959,-20.4648
6.7119,4045,,,,6.7119,-20.7963
8.9349,4046,,,,8.9349,-20.8314
7.2345,4047,,,,7.2345,-20.8431
6.2049,4048,,,,6.2049,-20.73
7.2501,4049,,,,7.2501,-21.1395
10.2414,4050,,,,10.2414,-20.2542
7.0824,4051,,,,7.0824,-20.5896
8.5761,4052,,,,8.5761,-21.8805
11.0838,4053,,,,11.0838,-21.3735
11.3373,4054,,,,11.3373,-20.5662
10.2765,4055,,,,10.2765,-22.6176
10.6392,4056,,,,10.6392,-21.7128
10.3389,4057,,,,10.3389,-21.8025
10.1829,4058,,,,10.1829,-22.29
12.207,4059,,,,12.207,-21.8883
10.9707,4060,,,,10.9707,-22.0521
8.9934,4061,,,,8.9934,-21.7752
9.3366,4062,,,,9.3366,-22.1418
10.4481,4063,,,,10.4481,-22.9725
9.1299,4064,,,,9.1299,-22.251
9.7812,4065,,,,9.7812,-22.0248
8.8998,4066,,,,8.8998,-21.7245
7.5348,4067,,,,7.5348,-22.1847
6.9693,4068,,,,6.9693,-23.4795
7.6128,4069,,,,7.6128,-22.3992
7.3788,4070,,,,7.3788,-21.1785
7.8273,4071,,,,7.8273,-23.9709
8.5215,4072,,,,8.5215,-21.4359
6.4272,4073,,,,6.4272,-23.1207
7.6167,4074,,,,7.6167,-26.619
7.332,4075,,,,7.332,-26.2134
7.2228,4076,,,,7.2228,-21.2955
7.0512,4077,,,,7.0512,-21.7557
7.1253,4078,,,,7.1253,-22.212
6.4779,4079,,,,6.4779,-21.2331
6.0723,4080,,,,6.0723,-24.1659
7.6245,4081,,,,7.6245,-21.7869
6.3531,4082,,,,6.3531,-22.5942
5.9436,4083,,,,5.9436,-22.5084
3.7869,4084,,,,3.7869,-23.8968
6.2361,4085,,,,6.2361,-23.8305
5.1714,4086,,,,5.1714,-22.5864
6.24,4087,,,,6.24,-22.2432
5.3079,4088,,,,5.3079,-23.5848
4.4616,4089,,,,4.4616,-21.4632
3.9195,4090,,,,3.9195,-20.9133
5.2689,4091,,,,5.2689,-22.7502
5.3196,4092,,,,5.3196,-22.3758
3.8766,4093,,,,3.8766,-20.769
3.51,4094,,,,3.51,-21.8649
2.1645,4095,,,,2.1645,-21.9195
3.1707,4096,,,,3.1707,-21.549
1.9188,4097,,,,1.9188,-22.0521
2.3127,4098,,,,2.3127,-21.8649
3.5451,4099,,,,3.5451,-22.6956
3.315,4100,,,,3.315,-24.435
3.549,4101,,,,3.549,-24.6729
1.0803,4102,,,,1.0803,-22.719
3.7557,4103,,,,3.7557,-27.2586
3.2916,4104,,,,3.2916,-24.1191
4.0521,4105,,,,4.0521,-9999
3.9429,4106,,,,3.9429,-24.4467
3.0498,4107,,,,3.0498,-22.836
3.6543,4108,,,,3.6543,-22.4148
4.1106,4109,,,,4.1106,-23.1753
4.8555,4110,,,,4.8555,-23.187
3.4164,4111,,,,3.4164,-22.4772
3.0147,4112,,,,3.0147,-21.0537
3.1824,4113,,,,3.1824,-21.2019
3.2643,4114,,,,3.2643,-19.8408
3.9819,4115,,,,3.9819,-20.808
3.0147,4116,,,,3.0147,-19.8603
2.5701,4117,,,,2.5701,-19.9617
0.8229,4118,,,,0.8229,-20.6793
3.7596,4119,,,,3.7596,-21.2526
1.4508,4120,,,,1.4508,-21.4242
3.5763,4121,,,,3.5763,-21.1356
0.8502,4122,,,,0.8502,-20.1216
0.9282,4123,,,,0.9282,-21.0888
0.7254,4124,,,,0.7254,-21.7284
0.9516,4125,,,,0.9516,-20.6013
0.1989,4126,,,,0.1989,-19.989
2.2269,4127,,,,2.2269,-22.5942
1.1895,4128,,,,1.1895,-21.3111
1.1661,4129,,,,1.1661,-21.1395
1.5717,4130,,,,1.5717,-20.7144
1.1817,4131,,,,1.1817,-19.6887
0.6825,4132,,,,0.6825,-22.68
-0.624,4133,,,,-0.624,-22.6722
0.0858,4134,,,,0.0858,-20.7768
1.4664,4135,,,,1.4664,-20.3088
0.234,4136,,,,0.234,-21.1824
-0.2106,4137,,,,-0.2106,-20.1645
-1.0335,4138,,,,-1.0335,-19.1427
-0.1911,4139,,,,-0.1911,-20.6091
0.9165,4140,,,,0.9165,-20.1216
0.5187,4141,,,,0.5187,-20.2191
-1.9149,4142,,,,-1.9149,-21.0888
-1.0413,4143,,,,-1.0413,-20.0748
0.7527,4144,,,,0.7527,-19.7511
-0.4212,4145,,,,-0.4212,-20.3283
-0.0858,4146,,,,-0.0858,-21.4749
0.5967,4147,,,,0.5967,-20.1801
0.5421,4148,,,,0.5421,-21.2097
0.3822,4149,,,,0.3822,-20.3049
0.429,4150,,,,0.429,-20.0748
1.3923,4151,,,,1.3923,-18.975
0.2106,4152,,,,0.2106,-22.7697
1.6068,4153,,,,1.6068,-21.1668
-0.702,4154,,,,-0.702,-20.4024
0.8346,4155,,,,0.8346,-18.1677
0.5967,4156,,,,0.5967,-19.5327
1.7121,4157,,,,1.7121,-20.4414
0.585,4158,,,,0.585,-20.0904
0.4719,4159,,,,0.4719,-18.8229
1.2558,4160,,,,1.2558,-19.3962
1.131,4161,,,,1.131,-19.3767
1.0881,4162,,,,1.0881,-20.379
0.4485,4163,,,,0.4485,-19.3611
1.3338,4164,,,,1.3338,-19.4352
0.5265,4165,,,,0.5265,-19.8642
-0.0702,4166,,,,-0.0702,-19.5483
1.8291,4167,,,,1.8291,-19.7472
0.5304,4168,,,,0.5304,-20.1528
1.0101,4169,,,,1.0101,-19.9734
0.3198,4170,,,,0.3198,-20.3127
-0.5187,4171,,,,-0.5187,-19.7667
-0.0624,4172,,,,-0.0624,-19.3455
1.4976,4173,,,,1.4976,-19.1544
2.2503,4174,,,,2.2503,-19.0413
1.3611,4175,,,,1.3611,-19.3962
0.2691,4176,,,,0.2691,-19.4274
-0.0039,4177,,,,-0.0039,-20.4765
0.9165,4178,,,,0.9165,-18.8619
-0.1599,4179,,,,-0.1599,-19.8759
0.2496,4180,,,,0.2496,-18.7059
2.1684,4181,,,,2.1684,-19.5132
1.4157,4182,,,,1.4157,-19.911
1.482,4183,,,,1.482,-20.2269
1.3143,4184,,,,1.3143,-17.8869
1.092,4185,,,,1.092,-19.0335
0.8736,4186,,,,0.8736,-20.8002
2.0397,4187,,,,2.0397,-18.9204
0.3783,4188,,,,0.3783,-19.482
1.7628,4189,,,,1.7628,-19.8018
0.9789,4190,,,,0.9789,-20.1957
1.5639,4191,,,,1.5639,-17.7621
0.3042,4192,,,,0.3042,-19.3884
2.1411,4193,,,,2.1411,-19.7355
1.1661,4194,,,,1.1661,-18.9633
0.7956,4195,,,,0.7956,-19.2675
1.6614,4196,,,,1.6614,-18.7527
2.7573,4197,,,,2.7573,-19.0842
0.3198,4198,,,,0.3198,-19.7511
2.262,4199,,,,2.262,-18.9477
2.5857,4200,,,,2.5857,-17.9844
1.4703,4201,,,,1.4703,-18.1053
1.365,4202,,,,1.365,-19.4118
1.8486,4203,,,,1.8486,-18.975
2.1372,4204,,,,2.1372,-17.9766
3.2916,4205,,,,3.2916,-17.9454
1.95,4206,,,,1.95,-18.4836
2.34,4207,,,,2.34,-17.2239
2.2425,4208,,,,2.2425,-18.4797
2.0514,4209,,,,2.0514,-17.3058
1.5873,4210,,,,1.5873,-18.0897
2.34,4211,,,,2.34,-17.8986
1.3455,4212,,,,1.3455,-17.8596
2.7222,4213,,,,2.7222,-18.8268
2.6481,4214,,,,2.6481,-18.3432
0.7371,4215,,,,0.7371,-20.5662
1.9461,4216,,,,1.9461,-19.9071
1.8018,4217,,,,1.8018,-18.3588
1.7394,4218,,,,1.7394,-19.2012
1.4391,4219,,,,1.4391,-17.961
2.0475,4220,,,,2.0475,-18.0975
0.7059,4221,,,,0.7059,-18.6084
0.507,4222,,,,0.507,-18.8385
-0.5421,4223,,,,-0.5421,-18.3159
1.4469,4224,,,,1.4469,-19.1076
1.0023,4225,,,,1.0023,-18.5226
0.8853,4226,,,,0.8853,-19.8057
0.6123,4227,,,,0.6123,-19.1778
0.663,4228,,,,0.663,-19.4898
1.053,4229,,,,1.053,-19.6068
1.2675,4230,,,,1.2675,-20.1333
-1.0959,4231,,,,-1.0959,-21.2253
1.1661,4232,,,,1.1661,-20.9835
1.0998,4233,,,,1.0998,-19.7745
0.2886,4234,,,,0.2886,-19.4001
0.1326,4235,,,,0.1326,-21.0459
-0.1248,4236,,,,-0.1248,-20.2893
1.2909,4237,,,,1.2909,-20.0709
0.4017,4238,,,,0.4017,-20.8704
0.8112,4239,,,,0.8112,-19.6536
0.4797,4240,,,,0.4797,-21.4086
-1.1739,4241,,,,-1.1739,-21.1161
1.6692,4242,,,,1.6692,-20.4999
0.8307,4243,,,,0.8307,-21.5919
0.7176,4244,,,,0.7176,-21.4203
0.7761,4245,,,,0.7761,-23.5185
-0.0975,4246,,,,-0.0975,-20.7066
0.9789,4247,,,,0.9789,-22.914
1.0608,4248,,,,1.0608,-21.8454
0.6708,4249,,,,0.6708,-22.1652
-0.7449,4250,,,,-0.7449,-23.3625
0.7878,4251,,,,0.7878,-23.7837
0.7917,4252,,,,0.7917,-23.3508
0.9867,4253,,,,0.9867,-21.5217
0.7371,4254,,,,0.7371,-22.4304
-0.5772,4255,,,,-0.5772,-22.6566
-0.1209,4256,,,,-0.1209,-23.6745
0.6903,4257,,,,0.6903,-25.3125
0.3705,4258,,,,0.3705,-23.3313
-0.5616,4259,,,,-0.5616,-24.2439
0.4251,4260,,,,0.4251,-24.0957
-0.6318,4261,,,,-0.6318,-24.2127
-0.7566,4262,,,,-0.7566,-25.059
-0.819,4263,,,,-0.819,-23.7681
-1.3065,4264,,,,-1.3065,-24.5286
-0.6825,4265,,,,-0.6825,-24.6105
-2.0475,4266,,,,-2.0475,-26.8881
-1.755,4267,,,,-1.755,-25.7415
-1.7004,4268,,,,-1.7004,-25.4568
-1.1388,4269,,,,-1.1388,-25.02
-2.6325,4270,,,,-2.6325,-25.0161
-1.5327,4271,,,,-1.5327,-28.2882
-2.0436,4272,,,,-2.0436,-27.009
-1.6653,4273,,,,-1.6653,-27.8553
-1.6809,4274,,,,-1.6809,-26.4981
-1.6185,4275,,,,-1.6185,-27.4887
-1.8915,4276,,,,-1.8915,-25.9833
-1.4586,4277,,,,-1.4586,-26.2524
-2.7924,4278,,,,-2.7924,-28.2141
-2.8119,4279,,,,-2.8119,-27.7305
-3.3462,4280,,,,-3.3462,-27.8592
-3.5763,4281,,,,-3.5763,-26.7321
-2.8626,4282,,,,-2.8626,-27.7773
-3.6192,4283,,,,-3.6192,-27.5004
-3.0381,4284,,,,-3.0381,-28.0113
-3.9975,4285,,,,-3.9975,-27.5901
-3.4827,4286,,,,-3.4827,-28.5924
-4.5396,4287,,,,-4.5396,-27.7656
-4.7073,4288,,,,-4.7073,-28.2141
-3.0927,4289,,,,-3.0927,-27.5277
-3.3735,4290,,,,-3.3735,-28.7874
-3.276,4291,,,,-3.276,-29.7
-3.6426,4292,,,,-3.6426,-29.1891
-4.9881,4293,,,,-4.9881,-28.8342
-5.2221,4294,,,,-5.2221,-33.249
-4.5318,4295,,,,-4.5318,-29.8326
-4.5318,4296,,,,-4.5318,-30.3864
-2.7807,4297,,,,-2.7807,-28.5144
-5.5965,4298,,,,-5.5965,-30.3552
-4.6098,4299,,,,-4.6098,-29.7078
-5.5692,4300,,,,-5.5692,-32.2272
-4.5318,4301,,,,-4.5318,-31.5213
-2.9328,4302,,,,-2.9328,-31.4238
-2.7222,4303,,,,-2.7222,-24.24
-4.0287,4304,,,,-4.0287,-21.0186
-3.6933,4305,,,,-3.6933,-20.5467
-3.627,4306,,,,-3.627,-23.1714
-4.6917,4307,,,,-4.6917,-30.4878
-3.705,4308,,,,-3.705,-32.9331
-4.4499,4309,,,,-4.4499,-31.2405
-5.7564,4310,,,,-5.7564,-32.274
-5.2455,4311,,,,-5.2455,-32.2506
-4.6566,4312,,,,-4.6566,-33.5025
-4.5981,4313,,,,-4.5981,-33.1788
-6.0996,4314,,,,-6.0996,-33.717
-4.4772,4315,,,,-4.4772,-32.8278
-7.7025,4316,,,,-7.7025,-33.4635
-4.6722,4317,,,,-4.6722,-34.1616
-5.421,4318,,,,-5.421,-32.898
-5.4366,4319,,,,-5.4366,-34.1226
-6.4272,4320,,,,-6.4272,-35.3472
-6.6261,4321,,,,-6.6261,-32.5938
-6.9927,4322,,,,-6.9927,-36.135
-5.5302,4323,,,,-5.5302,-36.1896
-3.5295,4324,,,,-3.5295,-35.7177
-5.6121,4325,,,,-5.6121,-35.6007
-4.4499,4326,,,,-4.4499,-34.5243
-5.4756,4327,,,,-5.4756,-34.6491
-4.5318,4328,,,,-4.5318,-37.0749
-5.0739,4329,,,,-5.0739,-36.3105
-3.5256,4330,,,,-3.5256,-34.146
-5.889,4331,,,,-5.889,-34.1382
-5.8656,4332,,,,-5.8656,-36.0063
-4.4538,4333,,,,-4.4538,-35.628
-6.2361,4334,,,,-6.2361,-35.8698
-5.7135,4335,,,,-5.7135,-36.3339
-6.0801,4336,,,,-6.0801,-35.8854
-3.9858,4337,,,,-3.9858,-37.071
-6.0645,4338,,,,-6.0645,-35.4135
-4.4265,4339,,,,-4.4265,-34.8714
-4.9842,4340,,,,-4.9842,-35.7528
-4.0755,4341,,,,-4.0755,-36.9462
-6.8328,4342,,,,-6.8328,-35.8581
-4.8282,4343,,,,-4.8282,-36.6342
-4.446,4344,,,,-4.446,-35.7099
-4.5396,4345,,,,-4.5396,-37.227
-4.563,4346,,,,-4.563,-38.5608
-3.939,4347,,,,-3.939,-36.5718
-2.8158,4348,,,,-2.8158,-37.2036
-4.875,4349,,,,-4.875,-37.2075
-5.46,4350,,,,-5.46,-39.372
-5.1012,4351,,,,-5.1012,-36.6381
-4.485,4352,,,,-4.485,-35.3823
-5.5536,4353,,,,-5.5536,-35.4486
-6.9576,4354,,,,-6.9576,-36.7044
-4.9569,4355,,,,-4.9569,-37.7652
-4.6995,4356,,,,-4.6995,-38.4321
-4.8867,4357,,,,-4.8867,-38.1942
-4.5045,4358,,,,-4.5045,-39.0561
-4.7151,4359,,,,-4.7151,-36.8526
-6.591,4360,,,,-6.591,-37.1685
-3.6543,4361,,,,-3.6543,-35.7567
-4.6059,4362,,,,-4.6059,-37.9134
-3.3696,4363,,,,-3.3696,-37.9992
-4.2393,4364,,,,-4.2393,-40.2807
-3.8454,4365,,,,-3.8454,-36.6459
-2.9718,4366,,,,-2.9718,-36.2247
-3.6543,4367,,,,-3.6543,-37.7535
-4.6137,4368,,,,-4.6137,-9999
-4.5747,4369,,,,-4.5747,-36.5835
-3.7518,4370,,,,-3.7518,-36.2403
-4.7814,4371,,,,-4.7814,-37.2972
-4.6956,4372,,,,-4.6956,-37.5312
-3.7518,4373,,,,-3.7518,-38.3931
-5.4171,4374,,,,-5.4171,-35.8191
-2.886,4375,,,,-2.886,-37.5273
-2.7885,4376,,,,-2.7885,-37.851
-3.5412,4377,,,,-3.5412,-38.1513
-2.4258,4378,,,,-2.4258,-37.9797
-2.9718,4379,,,,-2.9718,-35.0235
-2.3166,4380,,,,-2.3166,-35.7645
-1.6302,4381,,,,-1.6302,-36.1818
-1.2675,4382,,,,-1.2675,-36.9111
-2.2971,4383,,,,-2.2971,-35.628
-2.3283,4384,,,,-2.3283,-35.0625
-3.1083,4385,,,,-3.1083,-34.3995
-3.4437,4386,,,,-3.4437,-35.7684
-4.2237,4387,,,,-4.2237,-35.4486
-4.6956,4388,,,,-4.6956,-35.7255
-1.5132,4389,,,,-1.5132,-37.1724
-1.092,4390,,,,-1.092,-36.408
0,4391,,,,0,-34.6062
-1.0257,4392,,,,-1.0257,-36.1506
-0.4173,4393,,,,-0.4173,-37.7652
0.5499,4394,,,,0.5499,-35.1132
0.0507,4395,,,,0.0507,-35.9127
0.2886,4396,,,,0.2886,-39.645
-0.5928,4397,,,,-0.5928,-34.4736
0.858,4398,,,,0.858,-35.4603
0.5304,4399,,,,0.5304,-34.068
1.5951,4400,,,,1.5951,-34.4424
1.4508,4401,,,,1.4508,-34.614
0.7878,4402,,,,0.7878,-34.146
1.3923,4403,,,,1.3923,-33.678
1.5873,4404,,,,1.5873,-34.3098
2.5974,4405,,,,2.5974,-33.3504
1.6146,4406,,,,1.6146,-34.4346
4.29,4407,,,,4.29,-33.5805
2.6832,4408,,,,2.6832,-33.0072
2.1411,4409,,,,2.1411,-31.8177
4.134,4410,,,,4.134,-31.845
4.056,4411,,,,4.056,-31.6071
3.1629,4412,,,,3.1629,-32.8356
1.6536,4413,,,,1.6536,-31.5447
4.3212,4414,,,,4.3212,-32.2311
3.6036,4415,,,,3.6036,-32.2545
3.7518,4416,,,,3.7518,-34.7349
3.3891,4417,,,,3.3891,-34.5633
3.2721,4418,,,,3.2721,-32.1453
4.6176,4419,,,,4.6176,-30.3864
4.5513,4420,,,,4.5513,-29.9184
5.382,4421,,,,5.382,-29.4894
4.4304,4422,,,,4.4304,-30.3786
4.5513,4423,,,,4.5513,-29.5596
5.4756,4424,,,,5.4756,-29.5401
6.0684,4425,,,,6.0684,-30.7062
7.5504,4426,,,,7.5504,-30.1719
6.318,4427,,,,6.318,-29.4894
6.942,4428,,,,6.942,-27.5433
5.9592,4429,,,,5.9592,-29.4543
6.8601,4430,,,,6.8601,-28.7211
6.903,4431,,,,6.903,-32.5002
7.917,4432,,,,7.917,-30.3396
6.7821,4433,,,,6.7821,-28.4091
8.6073,4434,,,,8.6073,-28.5612
9.3717,4435,,,,9.3717,-26.9193
9.6057,4436,,,,9.6057,-27.8904
9.0948,4437,,,,9.0948,-26.5254
8.6502,4438,,,,8.6502,-26.9544
9.1026,4439,,,,9.1026,-27.5706
9.3327,4440,,,,9.3327,-25.878
9.3171,4441,,,,9.3171,-25.3164
9.6642,4442,,,,9.6642,-25.9716
9.8358,4443,,,,9.8358,-24.8601
10.9668,4444,,,,10.9668,-29.2476
9.4458,4445,,,,9.4458,-26.1861
10.8654,4446,,,,10.8654,-25.7025
11.6844,4447,,,,11.6844,-25.0122
12.0978,4448,,,,12.0978,-24.1308
11.2008,4449,,,,11.2008,-25.3632
11.0682,4450,,,,11.0682,-24.3531
11.7,4451,,,,11.7,-24.2049
11.4699,4452,,,,11.4699,-22.9998
13.8879,4453,,,,13.8879,-24.084
12.3981,4454,,,,12.3981,-24.9693
11.8248,4455,,,,11.8248,-24.786
13.2132,4456,,,,13.2132,-24.357
10.8771,4457,,,,10.8771,-23.5146
12.207,4458,,,,12.207,-23.5731
12.9363,4459,,,,12.9363,-28.2999
12.3786,4460,,,,12.3786,-27.3405
13.5369,4461,,,,13.5369,-23.4054
13.2795,4462,,,,13.2795,-22.3446
13.6422,4463,,,,13.6422,-22.7736
13.8723,4464,,,,13.8723,-23.1987
13.0104,4465,,,,13.0104,-21.8844
14.8083,4466,,,,14.8083,-22.5591
15.0657,4467,,,,15.0657,-22.3212
13.3068,4468,,,,13.3068,-24.4116
14.7342,4469,,,,14.7342,-21.9585
14.7069,4470,,,,14.7069,-22.7736
13.1469,4471,,,,13.1469,-21.0459
14.7147,4472,,,,14.7147,-27.0012
15.054,4473,,,,15.054,-21.9663
