RANGE,FRAMECOUNT
7.197999999999997,1.0
7.201899999999998,7.0
7.201899999999998,7.0
7.201899999999998,7.0
7.201899999999998,7.0
7.201899999999998,7.0
7.197999999999997,7.0
7.201899999999998,12.0
7.197999999999997,12.0
7.197999999999997,12.0
7.201899999999998,12.0
7.201899999999998,12.0
7.201899999999998,17.0
7.197999999999997,17.0
7.201899999999998,17.0
7.201899999999998,17.0
7.201899999999998,17.0
7.201899999999998,22.0
7.201899999999998,22.0
7.2058,22.0
7.2058,22.0
7.2058,22.0
7.2058,27.0
7.2058,27.0
7.2058,27.0
7.2058,27.0
7.2058,27.0
7.209699999999998,32.0
7.209699999999998,32.0
7.209699999999998,32.0
7.209699999999998,32.0
7.209699999999998,32.0
7.209699999999998,37.0
7.209699999999998,37.0
7.2136,37.0
7.2136,37.0
7.209699999999998,37.0
7.2136,42.0
7.2136,42.0
7.2136,42.0
7.2136,42.0
7.2136,42.0
7.2136,47.0
7.2136,47.0
7.2136,47.0
7.2136,47.0
7.2136,47.0
7.2136,52.0
7.217499999999998,52.0
7.217499999999998,52.0
7.2136,52.0
7.217499999999998,52.0
7.2136,58.0
7.217499999999998,58.0
7.2136,58.0
7.2136,58.0
7.2136,58.0
7.217499999999998,58.0
7.2136,62.0
7.217499999999998,62.0
7.217499999999998,62.0
7.217499999999998,62.0
7.221399999999999,67.0
7.221399999999999,67.0
7.217499999999998,67.0
7.217499999999998,67.0
7.221399999999999,67.0
7.221399999999999,73.0
7.221399999999999,73.0
7.221399999999999,73.0
7.221399999999999,73.0
7.221399999999999,73.0
7.221399999999999,73.0
7.221399999999999,78.0
7.221399999999999,78.0
7.225300000000001,78.0
7.225300000000001,78.0
7.225300000000001,78.0
7.225300000000001,83.0
7.225300000000001,83.0
7.225300000000001,83.0
7.225300000000001,83.0
7.229199999999995,83.0
7.229199999999995,88.0
7.229199999999995,88.0
7.229199999999995,88.0
7.233099999999997,88.0
7.233099999999997,88.0
7.233099999999997,93.0
7.233099999999997,93.0
7.236999999999998,93.0
7.236999999999998,93.0
7.236999999999998,93.0
7.2448000000000015,98.0
7.2409,98.0
7.2448000000000015,98.0
7.2448000000000015,98.0
7.248699999999996,98.0
7.248699999999996,102.0
7.2525999999999975,102.0
7.248699999999996,102.0
7.2525999999999975,102.0
7.2525999999999975,107.0
7.2525999999999975,107.0
7.256499999999999,107.0
7.256499999999999,107.0
7.256499999999999,107.0
7.260400000000001,112.0
7.260400000000001,112.0
7.260400000000001,112.0
7.260400000000001,112.0
7.264299999999995,112.0
7.264299999999995,117.0
7.268199999999997,117.0
7.264299999999995,117.0
7.268199999999997,117.0
7.268199999999997,117.0
7.268199999999997,122.0
7.268199999999997,122.0
7.268199999999997,122.0
7.272099999999998,122.0
7.272099999999998,122.0
7.272099999999998,127.0
7.272099999999998,127.0
7.272099999999998,127.0
7.272099999999998,127.0
7.276,127.0
7.276,132.0
7.276,132.0
7.276,132.0
7.276,132.0
7.276,132.0
7.279900000000001,137.0
7.279900000000001,137.0
7.283799999999996,137.0
7.283799999999996,137.0
7.283799999999996,137.0
7.287699999999997,142.0
7.287699999999997,142.0
7.291599999999999,142.0
7.291599999999999,142.0
7.2955000000000005,142.0
7.2955000000000005,147.0
7.2955000000000005,147.0
7.2955000000000005,147.0
7.303299999999997,147.0
7.303299999999997,147.0
7.303299999999997,152.0
7.303299999999997,152.0
7.303299999999997,152.0
7.307199999999998,152.0
7.303299999999997,152.0
7.303299999999997,157.0
7.307199999999998,157.0
7.303299999999997,157.0
7.303299999999997,157.0
7.303299999999997,157.0
7.307199999999998,162.0
7.3111,162.0
7.307199999999998,162.0
7.307199999999998,162.0
7.3111,162.0
7.3111,167.0
7.315000000000001,167.0
7.315000000000001,167.0
7.315000000000001,167.0
7.315000000000001,167.0
7.318899999999996,172.0
7.318899999999996,172.0
7.322799999999997,172.0
7.318899999999996,172.0
7.322799999999997,172.0
7.322799999999997,177.0
7.322799999999997,177.0
7.326699999999999,177.0
7.326699999999999,177.0
7.326699999999999,177.0
7.326699999999999,182.0
7.326699999999999,182.0
7.326699999999999,182.0
7.326699999999999,182.0
7.322799999999997,182.0
7.322799999999997,187.0
7.322799999999997,187.0
7.322799999999997,187.0
7.322799999999997,187.0
7.322799999999997,187.0
7.322799999999997,192.0
7.322799999999997,192.0
7.318899999999996,192.0
7.318899999999996,192.0
7.322799999999997,192.0
7.318899999999996,197.0
7.318899999999996,197.0
7.322799999999997,197.0
7.322799999999997,197.0
7.326699999999999,197.0
7.322799999999997,201.0
7.326699999999999,201.0
7.3306000000000004,201.0
7.326699999999999,201.0
7.326699999999999,207.0
7.3306000000000004,207.0
7.3306000000000004,207.0
7.3306000000000004,207.0
7.334500000000002,207.0
7.3306000000000004,207.0
7.3306000000000004,211.0
7.3306000000000004,211.0
7.3306000000000004,211.0
7.3306000000000004,211.0
7.334500000000002,216.0
7.334500000000002,216.0
7.334500000000002,216.0
7.334500000000002,216.0
7.334500000000002,216.0
7.334500000000002,221.0
7.334500000000002,221.0
7.334500000000002,221.0
7.334500000000002,221.0
7.3306000000000004,221.0
7.334500000000002,226.0
7.334500000000002,226.0
7.3306000000000004,226.0
7.3306000000000004,226.0
7.3306000000000004,226.0
7.3306000000000004,231.0
7.3306000000000004,231.0
7.326699999999999,231.0
7.3306000000000004,231.0
7.326699999999999,231.0
7.326699999999999,236.0
7.322799999999997,236.0
7.322799999999997,236.0
7.322799999999997,236.0
7.326699999999999,236.0
7.326699999999999,241.0
7.326699999999999,241.0
7.326699999999999,241.0
7.326699999999999,241.0
7.3306000000000004,241.0
7.326699999999999,246.0
7.3306000000000004,246.0
7.326699999999999,246.0
7.326699999999999,246.0
7.326699999999999,246.0
7.326699999999999,251.0
7.326699999999999,251.0
7.326699999999999,251.0
7.326699999999999,251.0
7.326699999999999,251.0
7.326699999999999,256.0
7.326699999999999,256.0
7.322799999999997,256.0
7.322799999999997,256.0
7.322799999999997,256.0
7.318899999999996,261.0
7.322799999999997,261.0
7.322799999999997,261.0
7.318899999999996,261.0
7.318899999999996,261.0
7.318899999999996,266.0
7.315000000000001,266.0
7.3111,266.0
7.3111,266.0
7.3111,266.0
7.3111,271.0
7.3111,271.0
7.3111,271.0
7.3111,271.0
7.307199999999998,271.0
7.3111,276.0
7.3111,276.0
7.3111,276.0
7.307199999999998,276.0
7.307199999999998,276.0
7.307199999999998,281.0
7.299399999999995,281.0
7.299399999999995,281.0
7.2955000000000005,281.0
7.2955000000000005,281.0
7.291599999999999,286.0
7.287699999999997,286.0
7.287699999999997,286.0
7.279900000000001,286.0
7.279900000000001,286.0
7.276,291.0
7.272099999999998,291.0
7.268199999999997,291.0
7.268199999999997,291.0
7.268199999999997,291.0
7.268199999999997,296.0
7.264299999999995,296.0
7.264299999999995,296.0
7.264299999999995,296.0
7.260400000000001,296.0
7.256499999999999,301.0
7.256499999999999,301.0
7.2525999999999975,301.0
7.248699999999996,301.0
7.2448000000000015,301.0
7.2409,306.0
7.2409,306.0
7.2409,306.0
7.2409,306.0
7.2409,306.0
7.2409,311.0
7.2409,311.0
7.2409,311.0
7.236999999999998,311.0
7.236999999999998,311.0
7.233099999999997,316.0
7.233099999999997,316.0
7.229199999999995,316.0
7.229199999999995,316.0
7.225300000000001,316.0
7.217499999999998,320.0
7.217499999999998,320.0
7.2136,320.0
7.2136,320.0
7.209699999999998,325.0
7.2058,325.0
7.2058,325.0
7.2058,325.0
7.201899999999998,325.0
7.201899999999998,330.0
7.201899999999998,330.0
7.201899999999998,330.0
7.201899999999998,330.0
7.201899999999998,330.0
7.201899999999998,335.0
7.197999999999997,335.0
7.197999999999997,335.0
7.194099999999999,335.0
7.194099999999999,335.0
7.190199999999997,340.0
7.186299999999999,340.0
7.186299999999999,340.0
7.186299999999999,340.0
7.182399999999998,340.0
7.182399999999998,345.0
7.1785,345.0
7.174599999999998,345.0
7.174599999999998,345.0
7.174599999999998,345.0
7.1667999999999985,350.0
7.1667999999999985,350.0
7.1667999999999985,350.0
7.162899999999997,350.0
7.158999999999999,350.0
7.155099999999997,355.0
7.155099999999997,355.0
7.155099999999997,355.0
7.155099999999997,355.0
7.151199999999999,355.0
7.155099999999997,360.0
7.151199999999999,360.0
7.151199999999999,360.0
7.151199999999999,360.0
7.151199999999999,360.0
7.151199999999999,365.0
7.147299999999998,365.0
7.147299999999998,365.0
7.1434,365.0
7.1434,365.0
7.1434,370.0
7.139499999999998,370.0
7.139499999999998,370.0
7.139499999999998,370.0
7.139499999999998,370.0
7.1356,375.0
7.131699999999999,375.0
7.131699999999999,375.0
7.131699999999999,375.0
7.131699999999999,375.0
3.4461999999999975,376.0
-2.2165999999999997,377.0
-3.6635000000000026,378.0
-6.2804,379.0
-7.742900000000002,380.0
-10.773200000000001,381.0
-11.834000000000001,382.0
-13.0235,383.0
-13.0625,384.0
-15.1958,385.0
-15.1061,386.0
-14.314400000000001,387.0
-14.798,388.0
-14.4977,389.0
-13.8971,390.0
-13.9166,391.0
-14.096,392.0
-14.4821,393.0
-13.4564,394.0
-14.2559,395.0
-14.0258,396.0
-14.5874,397.0
-15.1685,398.0
-15.542900000000001,399.0
-15.1178,400.0
-15.7613,401.0
-16.1045,402.0
-15.008600000000001,403.0
-16.213700000000003,404.0
-17.4227,405.0
-15.9563,406.0
-16.3151,407.0
-16.4867,408.0
-16.826,409.0
-17.2667,410.0
-17.4851,411.0
-16.787,412.0
-17.6684,413.0
-16.2449,414.0
-16.4204,415.0
-16.549100000000003,416.0
-16.904,417.0
-17.5982,418.0
-18.3509,419.0
-17.5865,420.0
-19.3883,421.0
-17.7503,422.0
-17.1575,423.0
-17.4383,424.0
-17.0054,425.0
-16.0811,426.0
-17.1497,427.0
-15.7652,428.0
-16.478900000000003,429.0
-16.5179,430.0
-15.9875,431.0
-15.675500000000001,432.0
-15.347900000000001,433.0
-15.4181,434.0
-15.3596,435.0
-15.749600000000001,436.0
-14.610800000000001,437.0
-14.5874,438.0
-17.0834,439.0
-15.441500000000001,440.0
-15.656,441.0
-14.798,442.0
-15.5702,443.0
-17.325200000000002,444.0
-15.2348,445.0
-14.9267,446.0
-16.178600000000003,447.0
-15.379100000000001,448.0
-15.695,449.0
-16.4906,450.0
-18.0701,451.0
-17.2589,452.0
-16.3502,453.0
-17.0873,454.0
-15.609200000000001,455.0
-15.074900000000001,456.0
-16.9625,457.0
-15.4532,458.0
-16.9157,459.0
-15.5663,460.0
-15.5585,461.0
-15.5546,462.0
-15.5351,463.0
-15.5039,464.0
-16.8689,465.0
-14.345600000000001,466.0
-14.993,467.0
-15.8705,468.0
-16.1669,469.0
-16.264400000000002,470.0
-15.422,471.0
-15.113900000000001,472.0
-16.584200000000003,473.0
-16.0304,474.0
-17.6918,475.0
-19.7315,476.0
-17.2277,477.0
-16.436,478.0
-16.4516,479.0
-16.0967,480.0
-15.917300000000001,481.0
-16.6271,482.0
-18.5069,483.0
-16.7675,484.0
-17.3408,485.0
-16.5803,486.0
-17.5202,487.0
-18.2378,488.0
-17.5748,489.0
-19.049,490.0
-17.9375,491.0
-18.3158,492.0
-18.8579,493.0
-18.2456,494.0
-18.8891,495.0
-18.0584,496.0
-18.9203,497.0
-18.8072,498.0
-19.361,499.0
-19.0568,500.0
-20.6441,501.0
-20.203400000000002,502.0
-19.037300000000002,503.0
-19.829,504.0
-19.4312,505.0
-20.203400000000002,506.0
-20.1566,507.0
-21.0965,508.0
-20.2502,509.0
-20.5934,510.0
-19.7744,511.0
-21.0146,512.0
-20.8235,513.0
-21.4709,514.0
-20.4998,515.0
-21.5645,516.0
-21.2642,517.0
-22.9802,518.0
-22.8788,519.0
-23.7641,520.0
-22.9919,521.0
-24.3881,522.0
-24.0839,523.0
-23.963,524.0
-22.7813,525.0
-21.704900000000002,526.0
-21.810200000000002,527.0
-22.871,528.0
-25.0745,529.0
-24.2867,530.0
-23.5964,531.0
-23.7563,532.0
-23.4131,533.0
-22.2743,534.0
-23.9825,535.0
-23.6822,536.0
-23.8577,537.0
-24.3062,538.0
-24.2516,539.0
-25.1291,540.0
-23.4092,541.0
-25.3046,542.0
-25.5698,543.0
-26.4551,544.0
-25.0238,545.0
-24.1463,546.0
-24.8015,547.0
-26.8217,548.0
-26.1002,549.0
-26.685200000000002,550.0
-25.987099999999998,551.0
-27.0362,552.0
-27.2429,553.0
-26.9036,554.0
-28.1282,555.0
-28.0307,556.0
-28.2491,557.0
-28.194499999999998,558.0
-27.9371,559.0
-28.604,560.0
-29.2124,561.0
-28.7483,562.0
-30.71,563.0
-29.3567,564.0
-30.631999999999998,565.0
-30.6554,566.0
-29.2319,567.0
-30.9479,568.0
-30.3863,569.0
-30.023600000000002,570.0
-30.3902,571.0
-32.1959,572.0
-30.2537,573.0
-31.532899999999998,574.0
-30.2693,575.0
-31.6772,576.0
-31.4198,577.0
-30.9752,578.0
-31.6265,579.0
-31.0649,580.0
-31.4549,581.0
-31.0766,582.0
-32.4884,583.0
-31.762999999999998,584.0
-31.567999999999998,585.0
-31.5953,586.0
-32.0633,587.0
-33.8105,588.0
-31.334,589.0
-31.6343,590.0
-31.5563,591.0
-31.4666,592.0
-31.4198,593.0
-31.3106,594.0
-31.1468,595.0
-31.841,596.0
-31.334,597.0
-31.3886,598.0
-30.359,599.0
-31.2989,600.0
-31.4354,601.0
-30.7607,602.0
-29.657,603.0
-29.8949,604.0
-29.052500000000002,605.0
-29.3411,606.0
-29.3567,607.0
-28.3193,608.0
-29.0057,609.0
-28.2101,610.0
-28.9394,611.0
-26.4785,612.0
-27.5432,613.0
-27.0518,614.0
-25.8233,615.0
-25.1174,616.0
-26.1041,617.0
-26.4278,618.0
-24.7898,619.0
-25.1174,620.0
-25.0004,621.0
-25.6634,622.0
